mode,id,query,is_oos,language,category,province,question_type,source_set,expected_act,expected_section,corpus_target_available,recall_evaluable,status,rank,recall_at_5,recall_at_10,act_only_rank,latency_ms,normalized_query,error
hybrid,EX17,What does Article 14 of the Constitution say?,False,English,exact_citation,,single_section,new_validated_100,Constitution,14,False,False,corpus_gap,,False,False,,,,
hybrid,EX18,Explain Article 19 of the Constitution.,False,English,exact_citation,,single_section,new_validated_100,Constitution,19,False,False,corpus_gap,,False,False,,,,
hybrid,EX19,What does Article 24 of the Constitution provide?,False,English,exact_citation,,single_section,new_validated_100,Constitution,24,False,False,corpus_gap,,False,False,,,,
hybrid,EX20,What is stated in Article 10 of the Constitution?,False,English,exact_citation,,single_section,new_validated_100,Constitution,10,False,False,corpus_gap,,False,False,,,,
hybrid,EN01,What punishment can a person receive for committing theft?,False,English,natural_english,,single_section,new_validated_100,PPC,379,True,True,ok,1,True,True,1,67.06600000325125,What punishment can a person receive for committing theft?,
hybrid,EN02,What punishment applies to someone who cheats another person?,False,English,natural_english,,single_section,new_validated_100,PPC,417,True,True,ok,1,True,True,1,43.064900004537776,What punishment applies to someone who cheats another person?,
hybrid,EN03,What is the punishment for committing forgery?,False,English,natural_english,,single_section,new_validated_100,PPC,465,True,True,ok,1,True,True,1,90.94080000068061,What is the punishment for committing forgery?,
hybrid,EN04,What punishment may apply for intentional murder?,False,English,natural_english,,single_section,new_validated_100,PPC,302,True,True,ok,4,True,True,1,63.01520000124583,What punishment may apply for intentional murder?,
hybrid,EN05,What is the punishment for theft committed inside a house or building?,False,English,natural_english,,single_section,new_validated_100,PPC,380,True,True,ok,1,True,True,1,49.74619999848073,What is the punishment for theft committed inside a house or building?,
hybrid,EN06,What happens if a clerk or servant steals property belonging to the employer?,False,English,natural_english,,single_section,new_validated_100,PPC,381,True,True,ok,1,True,True,1,67.9865999991307,What happens if a clerk or servant steals property belonging to the employer?,
hybrid,EN07,What is the punishment for cheating someone by pretending to be another person?,False,English,natural_english,,single_section,new_validated_100,PPC,419,True,True,ok,2,True,True,1,51.761000002443325,What is the punishment for cheating someone by pretending to be another person?,
hybrid,EN08,Does the Constitution guarantee equality before the law?,False,English,natural_english,,single_section,new_validated_100,Constitution,25,False,False,corpus_gap,,False,False,,,,
hybrid,EN09,What constitutional protection exists for the security of a person?,False,English,natural_english,,single_section,new_validated_100,Constitution,9,False,False,corpus_gap,,False,False,,,,
hybrid,EN10,What constitutional protection exists for the dignity of a person?,False,English,natural_english,,single_section,new_validated_100,Constitution,14,False,False,corpus_gap,,False,False,,,,
hybrid,EN11,How does the Penal Code define theft and what section provides its punishment?,False,English,natural_english,,multi_section,new_validated_100,PPC,"['378', '379']",False,False,corpus_gap,,False,False,,,,
hybrid,EN12,What is theft in a dwelling house and how is it punished?,False,English,natural_english,,multi_section,new_validated_100,PPC,"['378', '380']",False,False,corpus_gap,,False,False,,,,
hybrid,EN13,How is ordinary cheating different from cheating by personation in terms of the relevant provisions?,False,English,natural_english,,multi_section,new_validated_100,PPC,"['417', '419']",False,False,corpus_gap,,False,False,,,,
hybrid,EN14,Which constitutional provisions protect both personal liberty and human dignity?,False,English,natural_english,,multi_section,new_validated_100,Constitution,"['9', '14']",False,False,corpus_gap,,False,False,,,,
hybrid,EN15,Which constitutional provision protects freedom of speech?,False,English,natural_english,,single_section,new_validated_100,Constitution,19,False,False,corpus_gap,,False,False,,,,
hybrid,EN16,What protection does the Constitution provide regarding property rights?,False,English,natural_english,,single_section,new_validated_100,Constitution,24,False,False,corpus_gap,,False,False,,,,
hybrid,EN17,Which provision deals with acts done by several persons in furtherance of a common intention?,False,English,natural_english,,single_section,new_validated_100,PPC,34,True,True,ok,1,True,True,1,118.2288999989396,Which provision deals with acts done by several persons in furtherance of a common intention?,
hybrid,EN18,Which PPC provision covers an attempt to commit an offence where no specific punishment for the attempt is provided?,False,English,natural_english,,single_section,new_validated_100,PPC,511,True,True,ok,1,True,True,1,113.01370000001043,Which PPC provision covers an attempt to commit an offence where no specific punishment for the attempt is provided?,
hybrid,EN19,What provisions distinguish the definition of theft from the punishment imposed for theft?,False,English,natural_english,,multi_section,new_validated_100,PPC,"['378', '379']",False,False,corpus_gap,,False,False,,,,
hybrid,EN20,"Which constitutional provisions are relevant when discussing personal security, dignity and equality before law?",False,English,natural_english,,multi_section,new_validated_100,Constitution,"['9', '14', '25']",False,False,corpus_gap,,False,False,,,,
hybrid,RU01,Chori ki saza kya hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,379,True,True,ok,2,True,True,1,141.59270000527613,punishment for theft section 378 379 PPC,
hybrid,RU02,Qatl-i-amd ki saza kya hoti hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,302,True,True,ok,4,True,True,1,117.85060000693193,Qatl-i-amd ki saza kya hoti hai?,
hybrid,RU03,Dhoka dene ki saza kya hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,417,True,True,ok,,False,False,2,105.13229999924079,Dhoka dene ki saza kya hai?,
hybrid,RU04,Jaali document banane ki saza kya hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,465,True,True,ok,,False,False,1,83.4785999977612,Jaali document banane ki saza kya hai?,
hybrid,RU05,Ghar ke andar chori karne ki saza kya hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,380,True,True,ok,,False,False,2,44.661700005235616,Ghar ke andar chori karne ki saza kya hai?,
hybrid,RU06,Agar mulazim apne malik ka saman chori kare to konsi dafa lagti hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,381,True,True,ok,,False,False,1,59.126100000867154,Agar mulazim apne malik ka saman chori kare to konsi dafa lagti hai?,
hybrid,RU07,Kisi aur shakhs ban kar dhoka dene ki saza kya hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,419,True,True,ok,,False,False,3,114.56609999731882,Kisi aur shakhs ban kar dhoka dene ki saza kya hai?,
hybrid,RU08,Kya sab log qanoon ke samne barabar hain?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,Constitution,25,False,False,corpus_gap,,False,False,,,,
hybrid,RU09,Insan ki jaan aur azadi ko Constitution mein kis Article se protection milti hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,Constitution,9,False,False,corpus_gap,,False,False,,,,
hybrid,RU10,Insani izzat aur dignity ko konsa Article protect karta hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,Constitution,14,False,False,corpus_gap,,False,False,,,,
hybrid,RU11,PPC mein theft ki definition konsi dafa mein hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,378,True,True,ok,,False,False,1,43.74710000411142,PPC mein theft ki definition konsi dafa mein hai?,
hybrid,RU12,Section 302 mein kya punishment hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,302,True,True,ok,6,False,True,1,37.992499994288664,Section 302 mein kya punishment hai?,
hybrid,RU13,Dafa 379 kya kehti hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,379,True,True,ok,1,True,True,1,76.2853999985964,Dafa 379 kya kehti hai?,
hybrid,RU14,Agar koi doosre bande ki acting karke fraud kare to kya saza hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,419,True,True,ok,,False,False,1,52.392400000826456,Agar koi doosre bande ki acting karke fraud kare to kya saza hai?,
hybrid,RU15,Freedom of speech Constitution ke kis Article mein hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,Constitution,19,False,False,corpus_gap,,False,False,,,,
hybrid,RU16,Property rights ko Constitution ka konsa Article protect karta hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,Constitution,24,False,False,corpus_gap,,False,False,,,,
hybrid,RU17,Agar kai log mil kar common intention se jurm karein to konsi dafa relevant hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,34,True,True,ok,1,True,True,1,87.90859999862732,Agar kai log mil kar common intention se jurm karein to konsi dafa relevant hai?,
hybrid,RU18,Crime karne ki koshish ho lekin offence complete na ho to PPC ki konsi provision relevant ho sakti hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,511,True,True,ok,,False,False,1,81.37830000487156,Crime karne ki koshish ho lekin offence complete na ho to PPC ki konsi provision relevant ho sakti hai?,
hybrid,RU19,Chori ki definition aur uski punishment dono konsi dafaaon mein hain?,False,Roman Urdu,roman_urdu,,multi_section,new_validated_100,PPC,"['378', '379']",False,False,corpus_gap,,False,False,,,,
hybrid,RU20,"Jaan ki hifazat, dignity aur qanoon ke samne barabari ke constitutional Articles batao.",False,Roman Urdu,roman_urdu,,multi_section,new_validated_100,Constitution,"['9', '14', '25']",False,False,corpus_gap,,False,False,,,,
hybrid,UR01,چوری کی سزا کیا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,379,True,True,ok,4,True,True,2,49.92389999824809,چوری کی سزا کیا ہے؟,
hybrid,UR02,قتلِ عمد کی سزا کیا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,302,True,True,ok,6,False,True,2,38.49099999933969,قتلِ عمد کی سزا کیا ہے؟,
hybrid,UR03,دھوکہ دہی کی سزا کیا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,417,True,True,ok,,False,False,2,41.22060000372585,دھوکہ دہی کی سزا کیا ہے؟,
hybrid,UR04,جعل سازی کی سزا کیا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,465,True,True,ok,,False,False,2,40.39989999728277,جعل سازی کی سزا کیا ہے؟,
hybrid,UR05,گھر میں چوری کرنے کی سزا کیا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,380,True,True,ok,,False,False,2,40.54779999569291,گھر میں چوری کرنے کی سزا کیا ہے؟,
hybrid,UR06,اگر ملازم اپنے مالک کی چیز چوری کرے تو کون سی دفعہ لاگو ہوتی ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,381,True,True,ok,2,True,True,2,52.60870000347495,اگر ملازم اپنے مالک کی چیز چوری کرے تو کون سی دفعہ لاگو ہوتی ہے؟,
hybrid,UR07,کسی دوسرے شخص کا روپ دھار کر دھوکہ دینے کی سزا کیا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,419,True,True,ok,,False,False,2,41.72130000370089,کسی دوسرے شخص کا روپ دھار کر دھوکہ دینے کی سزا کیا ہے؟,
hybrid,UR08,کیا آئین سب شہریوں کو قانون کے سامنے برابر قرار دیتا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,Constitution,25,False,False,corpus_gap,,False,False,,,,
hybrid,UR09,آئین میں جان اور آزادی کے تحفظ کے لیے کون سا آرٹیکل ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,Constitution,9,False,False,corpus_gap,,False,False,,,,
hybrid,UR10,انسانی وقار کے تحفظ کے لیے آئین کا کون سا آرٹیکل ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,Constitution,14,False,False,corpus_gap,,False,False,,,,
hybrid,UR11,پاکستان پینل کوڈ میں چوری کی تعریف کس دفعہ میں ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,378,True,True,ok,,False,False,2,50.368600001093,پاکستان پینل کوڈ میں چوری کی تعریف کس دفعہ میں ہے؟,
hybrid,UR12,آزادی اظہار کے بارے میں آئین کا کون سا آرٹیکل ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,Constitution,19,False,False,corpus_gap,,False,False,,,,
hybrid,UR13,جائیداد کے حقوق کے تحفظ سے متعلق آئینی آرٹیکل کون سا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,Constitution,24,False,False,corpus_gap,,False,False,,,,
hybrid,UR14,مشترکہ ارادے سے کئی افراد جرم کریں تو پاکستان پینل کوڈ کی کون سی دفعہ متعلقہ ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,34,True,True,ok,,False,False,2,53.8379999998142,مشترکہ ارادے سے کئی افراد جرم کریں تو پاکستان پینل کوڈ کی کون سی دفعہ متعلقہ ہے؟,
hybrid,UR15,چوری کی تعریف اور اس کی سزا کن دفعات میں بیان ہوئی ہیں؟,False,Urdu,urdu_script,,multi_section,new_validated_100,PPC,"['378', '379']",False,False,corpus_gap,,False,False,,,,
hybrid,PR01,What law in the corpus governs rented premises in Sindh?,False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,215.99430000060238,What law in the corpus governs rented premises in Sindh?,
hybrid,PR02,I am a tenant in Karachi. What law in the corpus applies to my tenancy dispute?,False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,57.287299998279195,I am a tenant in Karachi. What law in the corpus applies to my tenancy dispute?,
hybrid,PR03,Which Sindh law in the corpus deals with rented premises?,False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,47.763800001121126,Which Sindh law in the corpus deals with rented premises?,
hybrid,PR04,My landlord in Karachi wants me to vacate the rented property. Which provincial law should be searched?,False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,60.226800000236835,My landlord in Karachi wants me to vacate the rented property. Which provincial law should be searched?,
hybrid,PR05,"I have a rent dispute in Hyderabad, Sindh. Which law in the corpus is relevant?",False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,55.43670000042766,"I have a rent dispute in Hyderabad, Sindh. Which law in the corpus is relevant?",
hybrid,PR06,Which provincial corpus should be used for a Sindh tenant's eviction issue?,False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,127.28720000450267,Which provincial corpus should be used for a Sindh tenant's eviction issue?,
hybrid,PR07,"For a rented house dispute in Karachi, which Sindh ordinance is relevant?",False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,65.65129999944475,"For a rented house dispute in Karachi, which Sindh ordinance is relevant?",
hybrid,PR08,A tenant in Sindh has a dispute with the landlord. Which provincial law should PakLaw AI retrieve from?,False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,65.16570000530919,A tenant in Sindh has a dispute with the landlord. Which provincial law should PakLaw AI retrieve from?,
hybrid,PR09,Karachi mein rent ka dispute ho to corpus mein konsa Sindh law relevant hai?,False,Roman Urdu,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,3,True,True,3,55.1911000002292,Karachi mein rent ka dispute ho to corpus mein konsa Sindh law relevant hai?,
hybrid,PR10,Sindh mein tenant aur landlord ka masla ho to kis ordinance ko search karna chahiye?,False,Roman Urdu,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,109.91139999532606,Sindh mein tenant aur landlord ka masla ho to kis ordinance ko search karna chahiye?,
hybrid,PR11,Hyderabad Sindh mein rented property ka dispute hai. Konsa provincial law relevant hai?,False,Roman Urdu,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,49.576400000660215,Hyderabad Sindh mein rented property ka dispute hai. Konsa provincial law relevant hai?,
hybrid,PR12,Karachi ke tenant ko eviction ka issue ho to kis Sindh law se jawab retrieve hona chahiye?,False,Roman Urdu,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,54.63500000041677,Karachi ke tenant ko eviction ka issue ho to kis Sindh law se jawab retrieve hona chahiye?,
hybrid,PR13,سندھ میں کرایہ دار اور مالک مکان کے تنازع کے لیے کون سا قانون متعلقہ ہے؟,False,Urdu,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,2,True,True,2,55.46749999484746,سندھ میں کرایہ دار اور مالک مکان کے تنازع کے لیے کون سا قانون متعلقہ ہے؟,
hybrid,PR14,کراچی میں کرائے کے مکان کے تنازع میں کون سا صوبائی قانون دیکھا جائے گا؟,False,Urdu,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,,False,False,,54.18810000264784,کراچی میں کرائے کے مکان کے تنازع میں کون سا صوبائی قانون دیکھا جائے گا؟,
hybrid,PR15,حیدرآباد سندھ میں کرایہ داری کے مسئلے کے لیے کون سا قانون متعلقہ ہے؟,False,Urdu,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,8,False,True,8,50.5258999983198,حیدرآباد سندھ میں کرایہ داری کے مسئلے کے لیے کون سا قانون متعلقہ ہے؟,
hybrid,EXT01,Which PPC provisions define theft and provide punishment for ordinary theft?,False,English,multi_section,,multi_section,validated_extension_15,PPC,"['378', '379']",False,False,corpus_gap,,False,False,,,,
hybrid,EXT02,Which provisions cover the definition of cheating and its punishment?,False,English,multi_section,,multi_section,validated_extension_15,PPC,"['415', '417']",False,False,corpus_gap,,False,False,,,,
hybrid,EXT03,Which PPC provisions deal with forgery and punishment for forgery?,False,English,multi_section,,multi_section,validated_extension_15,PPC,"['463', '465']",False,False,corpus_gap,,False,False,,,,
hybrid,EXT04,Which constitutional Article provides the right to a fair trial and due process?,False,English,constitutional,,single_section,validated_extension_15,Constitution,10A,False,False,corpus_gap,,False,False,,,,
hybrid,EXT05,Which constitutional Article gives citizens the right of access to information?,False,English,constitutional,,single_section,validated_extension_15,Constitution,19A,False,False,corpus_gap,,False,False,,,,
hybrid,EXT06,Fair trial aur due process ka haq Constitution ke kis Article mein hai?,False,Roman Urdu,constitutional,,single_section,validated_extension_15,Constitution,10A,False,False,corpus_gap,,False,False,,,,
hybrid,EXT07,معلومات تک رسائی کا حق آئین کے کس آرٹیکل میں دیا گیا ہے؟,False,Urdu,constitutional,,single_section,validated_extension_15,Constitution,19A,False,False,corpus_gap,,False,False,,,,
hybrid,EXT08,Which provision of the Muslim Family Laws Ordinance deals with registration of marriages?,False,English,family_law,,single_section,validated_extension_15,MFLO,5,True,True,ok,2,True,True,1,51.29049999959534,Which provision of the Muslim Family Laws Ordinance deals with registration of marriages?,
hybrid,EXT09,Which provision of the Muslim Family Laws Ordinance deals with polygamy?,False,English,family_law,,single_section,validated_extension_15,MFLO,6,True,True,ok,5,True,True,1,47.19179999665357,Which provision of the Muslim Family Laws Ordinance deals with polygamy?,
hybrid,EXT10,Which provision of the Muslim Family Laws Ordinance deals with talaq?,False,English,family_law,,single_section,validated_extension_15,MFLO,7,True,True,ok,2,True,True,1,47.0050000003539,Which provision of the Muslim Family Laws Ordinance deals with talaq?,
hybrid,EXT11,Doosri shadi ke hawalay se Muslim Family Laws Ordinance ki konsi section relevant hai?,False,Roman Urdu,family_law,,single_section,validated_extension_15,MFLO,6,True,True,ok,,False,False,1,48.713099997257814,Doosri shadi ke hawalay se Muslim Family Laws Ordinance ki konsi section relevant hai?,
hybrid,EXT12,طلاق سے متعلق مسلم فیملی لاز آرڈیننس کی کون سی دفعہ ہے؟,False,Urdu,family_law,,single_section,validated_extension_15,MFLO,7,True,True,ok,4,True,True,2,49.08129999967059,طلاق سے متعلق مسلم فیملی لاز آرڈیننس کی کون سی دفعہ ہے؟,
hybrid,EXT13,"A landlord and tenant have a rented premises dispute in Sukkur, Sindh. Which provincial law in the corpus is relevant?",False,English,province_sensitive,Sindh,act_retrieval,validated_extension_15,SRPO,,True,True,ok,1,True,True,1,89.27950000361307,"A landlord and tenant have a rented premises dispute in Sukkur, Sindh. Which provincial law in the corpus is relevant?",
hybrid,EXT14,Sukkur Sindh mein landlord aur tenant ka rent dispute ho to konsa provincial law relevant hai?,False,Roman Urdu,province_sensitive,Sindh,act_retrieval,validated_extension_15,SRPO,,True,True,ok,1,True,True,1,78.34459999867249,Sukkur Sindh mein landlord aur tenant ka rent dispute ho to konsa provincial law relevant hai?,
hybrid,EXT15,سکھر سندھ میں کرایہ دار اور مالک مکان کے تنازع کے لیے کون سا صوبائی قانون متعلقہ ہے؟,False,Urdu,province_sensitive,Sindh,act_retrieval,validated_extension_15,SRPO,,True,True,ok,4,True,True,4,106.71589999401476,سکھر سندھ میں کرایہ دار اور مالک مکان کے تنازع کے لیے کون سا صوبائی قانون متعلقہ ہے؟,
hybrid,OLD01,What is the punishment for theft?,False,English,natural_language,,single_section,existing_saved_dataset,PPC,379,True,True,ok,1,True,True,1,39.79249999974854,What is the punishment for theft?,
hybrid,OLD05,What is the punishment for cheating?,False,English,natural_language,,single_section,existing_saved_dataset,PPC,417,True,True,ok,1,True,True,1,38.50980000424897,What is the punishment for cheating?,
hybrid,FINAL01,What does Section 415 PPC say about cheating?,False,English,exact_citation,,single_section,,PPC,415,True,True,ok,10,False,True,1,42.877099993347656,What does Section 415 PPC say about cheating?,
hybrid,FINAL02,What does Section 463 PPC provide regarding forgery?,False,English,exact_citation,,single_section,,PPC,463,True,True,ok,9,False,True,1,44.420300000638235,What does Section 463 PPC provide regarding forgery?,
hybrid,FINAL03,What does Article 10A of the Constitution provide?,False,English,exact_citation,,single_section,,Constitution,10A,False,False,corpus_gap,,False,False,,,,
hybrid,FINAL04,What does Article 19A of the Constitution provide?,False,English,exact_citation,,single_section,,Constitution,19A,False,False,corpus_gap,,False,False,,,,
hybrid,FINAL05,What does Section 5 of MFLO provide?,False,English,exact_citation,,single_section,,MFLO,5,True,True,ok,3,True,True,1,37.12639999866951,What does Section 5 of MFLO provide?,
hybrid,FINAL06,Which law provision explains what legally counts as cheating?,False,English,natural_english,,single_section,,PPC,415,True,True,ok,9,False,True,1,45.700899994699284,Which law provision explains what legally counts as cheating?,
hybrid,FINAL07,Which provision explains what constitutes forgery under the Penal Code?,False,English,natural_english,,single_section,,PPC,463,True,True,ok,,False,False,1,180.15150000428548,Which provision explains what constitutes forgery under the Penal Code?,
hybrid,FINAL08,What constitutional right protects a person's access to information?,False,English,natural_english,,single_section,,Constitution,19A,False,False,corpus_gap,,False,False,,,,
hybrid,FINAL09,What constitutional guarantee protects the right to a fair trial?,False,English,natural_english,,single_section,,Constitution,10A,False,False,corpus_gap,,False,False,,,,
hybrid,FINAL10,Which family law provision concerns registration of a Muslim marriage?,False,English,natural_english,,single_section,,MFLO,5,True,True,ok,1,True,True,1,55.14490000496153,Which family law provision concerns registration of a Muslim marriage?,
hybrid,FINAL11,PPC mein cheating ki definition kis section mein di gayi hai?,False,Roman Urdu,roman_urdu,,single_section,,PPC,415,True,True,ok,,False,False,1,45.01950000121724,PPC mein cheating ki definition kis section mein di gayi hai?,
hybrid,FINAL12,Forgery ki legal definition PPC ki konsi dafa mein hai?,False,Roman Urdu,roman_urdu,,single_section,,PPC,463,True,True,ok,5,True,True,1,42.81500000070082,Forgery ki legal definition PPC ki konsi dafa mein hai?,
hybrid,FINAL13,Constitution mein information hasil karne ka haq kis Article mein hai?,False,Roman Urdu,roman_urdu,,single_section,,Constitution,19A,False,False,corpus_gap,,False,False,,,,
hybrid,FINAL14,Constitution mein fair trial ka haq konsa Article deta hai?,False,Roman Urdu,roman_urdu,,single_section,,Constitution,10A,False,False,corpus_gap,,False,False,,,,
hybrid,FINAL15,Muslim marriage ki registration ke liye MFLO ki konsi section relevant hai?,False,Roman Urdu,roman_urdu,,single_section,,MFLO,5,True,True,ok,1,True,True,1,66.80050000431947,Muslim marriage ki registration ke liye MFLO ki konsi section relevant hai?,
hybrid,FINAL16,دھوکہ دہی کی قانونی تعریف پاکستان پینل کوڈ کی کس دفعہ میں ہے؟,False,Urdu,urdu_script,,single_section,,PPC,415,True,True,ok,,False,False,2,47.96640000131447,دھوکہ دہی کی قانونی تعریف پاکستان پینل کوڈ کی کس دفعہ میں ہے؟,
hybrid,FINAL17,جعل سازی کی تعریف پاکستان پینل کوڈ کی کس دفعہ میں ہے؟,False,Urdu,urdu_script,,single_section,,PPC,463,True,True,ok,,False,False,2,53.391400004329626,جعل سازی کی تعریف پاکستان پینل کوڈ کی کس دفعہ میں ہے؟,
hybrid,FINAL18,آئین میں منصفانہ سماعت کا حق کس آرٹیکل میں دیا گیا ہے؟,False,Urdu,urdu_script,,single_section,,Constitution,10A,False,False,corpus_gap,,False,False,,,,
hybrid,FINAL19,آئین میں معلومات تک رسائی کا حق کس آرٹیکل میں دیا گیا ہے؟,False,Urdu,urdu_script,,single_section,,Constitution,19A,False,False,corpus_gap,,False,False,,,,
hybrid,FINAL20,مسلم شادی کی رجسٹریشن سے متعلق مسلم فیملی لاز آرڈیننس کی کون سی دفعہ ہے؟,False,Urdu,urdu_script,,single_section,,MFLO,5,True,True,ok,2,True,True,2,86.4411000002292,مسلم شادی کی رجسٹریشن سے متعلق مسلم فیملی لاز آرڈیننس کی کون سی دفعہ ہے؟,
