mode,id,query,is_oos,language,category,province,question_type,source_set,expected_act,expected_section,corpus_target_available,recall_evaluable,status,rank,recall_at_5,recall_at_10,act_only_rank,latency_ms,normalized_query,error
vector_only,EX14,Explain Section 376 PPC.,False,English,exact_citation,,single_section,new_validated_100,PPC,376,True,True,ok,,False,False,1,53.539200001978315,Explain Section 376 PPC.,
vector_only,EX15,What does Section 439 PPC say?,False,English,exact_citation,,single_section,new_validated_100,PPC,439,True,True,ok,,False,False,1,39.84330000093905,What does Section 439 PPC say?,
vector_only,EX16,What is stated under Section 511 PPC?,False,English,exact_citation,,single_section,new_validated_100,PPC,511,True,True,ok,,False,False,3,35.199799996917136,What is stated under Section 511 PPC?,
vector_only,EX17,What does Article 14 of the Constitution say?,False,English,exact_citation,,single_section,new_validated_100,Constitution,14,False,False,corpus_gap,,False,False,,,,
vector_only,EX18,Explain Article 19 of the Constitution.,False,English,exact_citation,,single_section,new_validated_100,Constitution,19,False,False,corpus_gap,,False,False,,,,
vector_only,EX19,What does Article 24 of the Constitution provide?,False,English,exact_citation,,single_section,new_validated_100,Constitution,24,False,False,corpus_gap,,False,False,,,,
vector_only,EX20,What is stated in Article 10 of the Constitution?,False,English,exact_citation,,single_section,new_validated_100,Constitution,10,False,False,corpus_gap,,False,False,,,,
vector_only,EN01,What punishment can a person receive for committing theft?,False,English,natural_english,,single_section,new_validated_100,PPC,379,True,True,ok,1,True,True,1,63.07570000353735,What punishment can a person receive for committing theft?,
vector_only,EN02,What punishment applies to someone who cheats another person?,False,English,natural_english,,single_section,new_validated_100,PPC,417,True,True,ok,1,True,True,1,52.69670000416227,What punishment applies to someone who cheats another person?,
vector_only,EN03,What is the punishment for committing forgery?,False,English,natural_english,,single_section,new_validated_100,PPC,465,True,True,ok,1,True,True,1,51.816799998050556,What is the punishment for committing forgery?,
vector_only,EN04,What punishment may apply for intentional murder?,False,English,natural_english,,single_section,new_validated_100,PPC,302,True,True,ok,,False,False,1,50.822199998947326,What punishment may apply for intentional murder?,
vector_only,EN05,What is the punishment for theft committed inside a house or building?,False,English,natural_english,,single_section,new_validated_100,PPC,380,True,True,ok,1,True,True,1,72.15329999598907,What is the punishment for theft committed inside a house or building?,
vector_only,EN06,What happens if a clerk or servant steals property belonging to the employer?,False,English,natural_english,,single_section,new_validated_100,PPC,381,True,True,ok,1,True,True,1,60.82350000360748,What happens if a clerk or servant steals property belonging to the employer?,
vector_only,EN07,What is the punishment for cheating someone by pretending to be another person?,False,English,natural_english,,single_section,new_validated_100,PPC,419,True,True,ok,2,True,True,1,65.24960000388091,What is the punishment for cheating someone by pretending to be another person?,
vector_only,EN08,Does the Constitution guarantee equality before the law?,False,English,natural_english,,single_section,new_validated_100,Constitution,25,False,False,corpus_gap,,False,False,,,,
vector_only,EN09,What constitutional protection exists for the security of a person?,False,English,natural_english,,single_section,new_validated_100,Constitution,9,False,False,corpus_gap,,False,False,,,,
vector_only,EN10,What constitutional protection exists for the dignity of a person?,False,English,natural_english,,single_section,new_validated_100,Constitution,14,False,False,corpus_gap,,False,False,,,,
vector_only,EN11,How does the Penal Code define theft and what section provides its punishment?,False,English,natural_english,,multi_section,new_validated_100,PPC,"['378', '379']",False,False,corpus_gap,,False,False,,,,
vector_only,EN12,What is theft in a dwelling house and how is it punished?,False,English,natural_english,,multi_section,new_validated_100,PPC,"['378', '380']",False,False,corpus_gap,,False,False,,,,
vector_only,EN13,How is ordinary cheating different from cheating by personation in terms of the relevant provisions?,False,English,natural_english,,multi_section,new_validated_100,PPC,"['417', '419']",False,False,corpus_gap,,False,False,,,,
vector_only,EN14,Which constitutional provisions protect both personal liberty and human dignity?,False,English,natural_english,,multi_section,new_validated_100,Constitution,"['9', '14']",False,False,corpus_gap,,False,False,,,,
vector_only,EN15,Which constitutional provision protects freedom of speech?,False,English,natural_english,,single_section,new_validated_100,Constitution,19,False,False,corpus_gap,,False,False,,,,
vector_only,EN16,What protection does the Constitution provide regarding property rights?,False,English,natural_english,,single_section,new_validated_100,Constitution,24,False,False,corpus_gap,,False,False,,,,
vector_only,EN17,Which provision deals with acts done by several persons in furtherance of a common intention?,False,English,natural_english,,single_section,new_validated_100,PPC,34,True,True,ok,1,True,True,1,44.68579999957001,Which provision deals with acts done by several persons in furtherance of a common intention?,
vector_only,EN18,Which PPC provision covers an attempt to commit an offence where no specific punishment for the attempt is provided?,False,English,natural_english,,single_section,new_validated_100,PPC,511,True,True,ok,2,True,True,2,48.42120000103023,Which PPC provision covers an attempt to commit an offence where no specific punishment for the attempt is provided?,
vector_only,EN19,What provisions distinguish the definition of theft from the punishment imposed for theft?,False,English,natural_english,,multi_section,new_validated_100,PPC,"['378', '379']",False,False,corpus_gap,,False,False,,,,
vector_only,EN20,"Which constitutional provisions are relevant when discussing personal security, dignity and equality before law?",False,English,natural_english,,multi_section,new_validated_100,Constitution,"['9', '14', '25']",False,False,corpus_gap,,False,False,,,,
vector_only,RU01,Chori ki saza kya hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,379,True,True,ok,6,False,True,1,45.192400000814814,punishment for theft section 378 379 PPC,
vector_only,RU02,Qatl-i-amd ki saza kya hoti hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,302,True,True,ok,2,True,True,1,42.668599999160506,Qatl-i-amd ki saza kya hoti hai?,
vector_only,RU03,Dhoka dene ki saza kya hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,417,True,True,ok,,False,False,1,40.60540000500623,Dhoka dene ki saza kya hai?,
vector_only,RU04,Jaali document banane ki saza kya hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,465,True,True,ok,,False,False,2,44.62579999380978,Jaali document banane ki saza kya hai?,
vector_only,RU05,Ghar ke andar chori karne ki saza kya hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,380,True,True,ok,,False,False,1,55.98749999626307,Ghar ke andar chori karne ki saza kya hai?,
vector_only,RU06,Agar mulazim apne malik ka saman chori kare to konsi dafa lagti hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,381,True,True,ok,,False,False,1,61.51999999565305,Agar mulazim apne malik ka saman chori kare to konsi dafa lagti hai?,
vector_only,RU07,Kisi aur shakhs ban kar dhoka dene ki saza kya hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,419,True,True,ok,,False,False,1,40.812700004607905,Kisi aur shakhs ban kar dhoka dene ki saza kya hai?,
vector_only,RU08,Kya sab log qanoon ke samne barabar hain?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,Constitution,25,False,False,corpus_gap,,False,False,,,,
vector_only,RU09,Insan ki jaan aur azadi ko Constitution mein kis Article se protection milti hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,Constitution,9,False,False,corpus_gap,,False,False,,,,
vector_only,RU10,Insani izzat aur dignity ko konsa Article protect karta hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,Constitution,14,False,False,corpus_gap,,False,False,,,,
vector_only,RU11,PPC mein theft ki definition konsi dafa mein hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,378,True,True,ok,,False,False,1,51.794500002870336,PPC mein theft ki definition konsi dafa mein hai?,
vector_only,RU12,Section 302 mein kya punishment hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,302,True,True,ok,,False,False,1,182.8968000045279,Section 302 mein kya punishment hai?,
vector_only,RU13,Dafa 379 kya kehti hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,379,True,True,ok,,False,False,1,79.93269999860786,Dafa 379 kya kehti hai?,
vector_only,RU14,Agar koi doosre bande ki acting karke fraud kare to kya saza hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,419,True,True,ok,,False,False,1,93.19970000069588,Agar koi doosre bande ki acting karke fraud kare to kya saza hai?,
vector_only,RU15,Freedom of speech Constitution ke kis Article mein hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,Constitution,19,False,False,corpus_gap,,False,False,,,,
vector_only,RU16,Property rights ko Constitution ka konsa Article protect karta hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,Constitution,24,False,False,corpus_gap,,False,False,,,,
vector_only,RU17,Agar kai log mil kar common intention se jurm karein to konsi dafa relevant hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,34,True,True,ok,1,True,True,1,136.6769000014756,Agar kai log mil kar common intention se jurm karein to konsi dafa relevant hai?,
vector_only,RU18,Crime karne ki koshish ho lekin offence complete na ho to PPC ki konsi provision relevant ho sakti hai?,False,Roman Urdu,roman_urdu,,single_section,new_validated_100,PPC,511,True,True,ok,,False,False,1,89.98840000276687,Crime karne ki koshish ho lekin offence complete na ho to PPC ki konsi provision relevant ho sakti hai?,
vector_only,RU19,Chori ki definition aur uski punishment dono konsi dafaaon mein hain?,False,Roman Urdu,roman_urdu,,multi_section,new_validated_100,PPC,"['378', '379']",False,False,corpus_gap,,False,False,,,,
vector_only,RU20,"Jaan ki hifazat, dignity aur qanoon ke samne barabari ke constitutional Articles batao.",False,Roman Urdu,roman_urdu,,multi_section,new_validated_100,Constitution,"['9', '14', '25']",False,False,corpus_gap,,False,False,,,,
vector_only,UR01,چوری کی سزا کیا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,379,True,True,ok,2,True,True,1,57.68149999494199,چوری کی سزا کیا ہے؟,
vector_only,UR02,قتلِ عمد کی سزا کیا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,302,True,True,ok,3,True,True,1,43.15150000184076,قتلِ عمد کی سزا کیا ہے؟,
vector_only,UR03,دھوکہ دہی کی سزا کیا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,417,True,True,ok,,False,False,1,41.13369999686256,دھوکہ دہی کی سزا کیا ہے؟,
vector_only,UR04,جعل سازی کی سزا کیا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,465,True,True,ok,,False,False,1,36.610399998608045,جعل سازی کی سزا کیا ہے؟,
vector_only,UR05,گھر میں چوری کرنے کی سزا کیا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,380,True,True,ok,10,False,True,1,35.078799999610055,گھر میں چوری کرنے کی سزا کیا ہے؟,
vector_only,UR06,اگر ملازم اپنے مالک کی چیز چوری کرے تو کون سی دفعہ لاگو ہوتی ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,381,True,True,ok,1,True,True,1,39.29749999952037,اگر ملازم اپنے مالک کی چیز چوری کرے تو کون سی دفعہ لاگو ہوتی ہے؟,
vector_only,UR07,کسی دوسرے شخص کا روپ دھار کر دھوکہ دینے کی سزا کیا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,419,True,True,ok,,False,False,1,85.03470000141533,کسی دوسرے شخص کا روپ دھار کر دھوکہ دینے کی سزا کیا ہے؟,
vector_only,UR08,کیا آئین سب شہریوں کو قانون کے سامنے برابر قرار دیتا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,Constitution,25,False,False,corpus_gap,,False,False,,,,
vector_only,UR09,آئین میں جان اور آزادی کے تحفظ کے لیے کون سا آرٹیکل ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,Constitution,9,False,False,corpus_gap,,False,False,,,,
vector_only,UR10,انسانی وقار کے تحفظ کے لیے آئین کا کون سا آرٹیکل ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,Constitution,14,False,False,corpus_gap,,False,False,,,,
vector_only,UR11,پاکستان پینل کوڈ میں چوری کی تعریف کس دفعہ میں ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,378,True,True,ok,,False,False,1,158.14530000352534,پاکستان پینل کوڈ میں چوری کی تعریف کس دفعہ میں ہے؟,
vector_only,UR12,آزادی اظہار کے بارے میں آئین کا کون سا آرٹیکل ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,Constitution,19,False,False,corpus_gap,,False,False,,,,
vector_only,UR13,جائیداد کے حقوق کے تحفظ سے متعلق آئینی آرٹیکل کون سا ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,Constitution,24,False,False,corpus_gap,,False,False,,,,
vector_only,UR14,مشترکہ ارادے سے کئی افراد جرم کریں تو پاکستان پینل کوڈ کی کون سی دفعہ متعلقہ ہے؟,False,Urdu,urdu_script,,single_section,new_validated_100,PPC,34,True,True,ok,,False,False,1,141.26779999787686,مشترکہ ارادے سے کئی افراد جرم کریں تو پاکستان پینل کوڈ کی کون سی دفعہ متعلقہ ہے؟,
vector_only,UR15,چوری کی تعریف اور اس کی سزا کن دفعات میں بیان ہوئی ہیں؟,False,Urdu,urdu_script,,multi_section,new_validated_100,PPC,"['378', '379']",False,False,corpus_gap,,False,False,,,,
vector_only,PR01,What law in the corpus governs rented premises in Sindh?,False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,72.15060000453377,What law in the corpus governs rented premises in Sindh?,
vector_only,PR02,I am a tenant in Karachi. What law in the corpus applies to my tenancy dispute?,False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,8,False,True,8,59.08849999832455,I am a tenant in Karachi. What law in the corpus applies to my tenancy dispute?,
vector_only,PR03,Which Sindh law in the corpus deals with rented premises?,False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,54.80089999764459,Which Sindh law in the corpus deals with rented premises?,
vector_only,PR04,My landlord in Karachi wants me to vacate the rented property. Which provincial law should be searched?,False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,,False,False,,93.28780000214465,My landlord in Karachi wants me to vacate the rented property. Which provincial law should be searched?,
vector_only,PR05,"I have a rent dispute in Hyderabad, Sindh. Which law in the corpus is relevant?",False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,100.82020000118064,"I have a rent dispute in Hyderabad, Sindh. Which law in the corpus is relevant?",
vector_only,PR06,Which provincial corpus should be used for a Sindh tenant's eviction issue?,False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,92.95269999711309,Which provincial corpus should be used for a Sindh tenant's eviction issue?,
vector_only,PR07,"For a rented house dispute in Karachi, which Sindh ordinance is relevant?",False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,63.4561000042595,"For a rented house dispute in Karachi, which Sindh ordinance is relevant?",
vector_only,PR08,A tenant in Sindh has a dispute with the landlord. Which provincial law should PakLaw AI retrieve from?,False,English,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,7,False,True,7,57.04210000112653,A tenant in Sindh has a dispute with the landlord. Which provincial law should PakLaw AI retrieve from?,
vector_only,PR09,Karachi mein rent ka dispute ho to corpus mein konsa Sindh law relevant hai?,False,Roman Urdu,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,44.95139999926323,Karachi mein rent ka dispute ho to corpus mein konsa Sindh law relevant hai?,
vector_only,PR10,Sindh mein tenant aur landlord ka masla ho to kis ordinance ko search karna chahiye?,False,Roman Urdu,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,75.62240000697784,Sindh mein tenant aur landlord ka masla ho to kis ordinance ko search karna chahiye?,
vector_only,PR11,Hyderabad Sindh mein rented property ka dispute hai. Konsa provincial law relevant hai?,False,Roman Urdu,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,83.61699999659322,Hyderabad Sindh mein rented property ka dispute hai. Konsa provincial law relevant hai?,
vector_only,PR12,Karachi ke tenant ko eviction ka issue ho to kis Sindh law se jawab retrieve hona chahiye?,False,Roman Urdu,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,79.72999999765307,Karachi ke tenant ko eviction ka issue ho to kis Sindh law se jawab retrieve hona chahiye?,
vector_only,PR13,سندھ میں کرایہ دار اور مالک مکان کے تنازع کے لیے کون سا قانون متعلقہ ہے؟,False,Urdu,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,1,True,True,1,46.98919999646023,سندھ میں کرایہ دار اور مالک مکان کے تنازع کے لیے کون سا قانون متعلقہ ہے؟,
vector_only,PR14,کراچی میں کرائے کے مکان کے تنازع میں کون سا صوبائی قانون دیکھا جائے گا؟,False,Urdu,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,,False,False,,41.95170000457438,کراچی میں کرائے کے مکان کے تنازع میں کون سا صوبائی قانون دیکھا جائے گا؟,
vector_only,PR15,حیدرآباد سندھ میں کرایہ داری کے مسئلے کے لیے کون سا قانون متعلقہ ہے؟,False,Urdu,province_sensitive,Sindh,single_section,new_validated_100,SRPO,,True,True,ok,4,True,True,4,48.737099998106714,حیدرآباد سندھ میں کرایہ داری کے مسئلے کے لیے کون سا قانون متعلقہ ہے؟,
vector_only,EXT01,Which PPC provisions define theft and provide punishment for ordinary theft?,False,English,multi_section,,multi_section,validated_extension_15,PPC,"['378', '379']",False,False,corpus_gap,,False,False,,,,
vector_only,EXT02,Which provisions cover the definition of cheating and its punishment?,False,English,multi_section,,multi_section,validated_extension_15,PPC,"['415', '417']",False,False,corpus_gap,,False,False,,,,
vector_only,EXT03,Which PPC provisions deal with forgery and punishment for forgery?,False,English,multi_section,,multi_section,validated_extension_15,PPC,"['463', '465']",False,False,corpus_gap,,False,False,,,,
vector_only,EXT04,Which constitutional Article provides the right to a fair trial and due process?,False,English,constitutional,,single_section,validated_extension_15,Constitution,10A,False,False,corpus_gap,,False,False,,,,
vector_only,EXT05,Which constitutional Article gives citizens the right of access to information?,False,English,constitutional,,single_section,validated_extension_15,Constitution,19A,False,False,corpus_gap,,False,False,,,,
vector_only,EXT06,Fair trial aur due process ka haq Constitution ke kis Article mein hai?,False,Roman Urdu,constitutional,,single_section,validated_extension_15,Constitution,10A,False,False,corpus_gap,,False,False,,,,
vector_only,EXT07,معلومات تک رسائی کا حق آئین کے کس آرٹیکل میں دیا گیا ہے؟,False,Urdu,constitutional,,single_section,validated_extension_15,Constitution,19A,False,False,corpus_gap,,False,False,,,,
vector_only,EXT08,Which provision of the Muslim Family Laws Ordinance deals with registration of marriages?,False,English,family_law,,single_section,validated_extension_15,MFLO,5,True,True,ok,2,True,True,1,67.54259999433998,Which provision of the Muslim Family Laws Ordinance deals with registration of marriages?,
vector_only,EXT09,Which provision of the Muslim Family Laws Ordinance deals with polygamy?,False,English,family_law,,single_section,validated_extension_15,MFLO,6,True,True,ok,6,False,True,1,51.91909999848576,Which provision of the Muslim Family Laws Ordinance deals with polygamy?,
vector_only,EXT10,Which provision of the Muslim Family Laws Ordinance deals with talaq?,False,English,family_law,,single_section,validated_extension_15,MFLO,7,True,True,ok,1,True,True,1,43.71780000656145,Which provision of the Muslim Family Laws Ordinance deals with talaq?,
vector_only,EXT11,Doosri shadi ke hawalay se Muslim Family Laws Ordinance ki konsi section relevant hai?,False,Roman Urdu,family_law,,single_section,validated_extension_15,MFLO,6,True,True,ok,,False,False,1,39.00419999990845,Doosri shadi ke hawalay se Muslim Family Laws Ordinance ki konsi section relevant hai?,
vector_only,EXT12,طلاق سے متعلق مسلم فیملی لاز آرڈیننس کی کون سی دفعہ ہے؟,False,Urdu,family_law,,single_section,validated_extension_15,MFLO,7,True,True,ok,2,True,True,1,39.76609999517677,طلاق سے متعلق مسلم فیملی لاز آرڈیننس کی کون سی دفعہ ہے؟,
vector_only,EXT13,"A landlord and tenant have a rented premises dispute in Sukkur, Sindh. Which provincial law in the corpus is relevant?",False,English,province_sensitive,Sindh,act_retrieval,validated_extension_15,SRPO,,True,True,ok,1,True,True,1,58.61140000342857,"A landlord and tenant have a rented premises dispute in Sukkur, Sindh. Which provincial law in the corpus is relevant?",
vector_only,EXT14,Sukkur Sindh mein landlord aur tenant ka rent dispute ho to konsa provincial law relevant hai?,False,Roman Urdu,province_sensitive,Sindh,act_retrieval,validated_extension_15,SRPO,,True,True,ok,1,True,True,1,85.89570000185631,Sukkur Sindh mein landlord aur tenant ka rent dispute ho to konsa provincial law relevant hai?,
vector_only,EXT15,سکھر سندھ میں کرایہ دار اور مالک مکان کے تنازع کے لیے کون سا صوبائی قانون متعلقہ ہے؟,False,Urdu,province_sensitive,Sindh,act_retrieval,validated_extension_15,SRPO,,True,True,ok,2,True,True,2,76.52699999744073,سکھر سندھ میں کرایہ دار اور مالک مکان کے تنازع کے لیے کون سا صوبائی قانون متعلقہ ہے؟,
vector_only,OLD01,What is the punishment for theft?,False,English,natural_language,,single_section,existing_saved_dataset,PPC,379,True,True,ok,1,True,True,1,66.78609999653418,What is the punishment for theft?,
vector_only,OLD05,What is the punishment for cheating?,False,English,natural_language,,single_section,existing_saved_dataset,PPC,417,True,True,ok,1,True,True,1,125.1369999954477,What is the punishment for cheating?,
vector_only,FINAL01,What does Section 415 PPC say about cheating?,False,English,exact_citation,,single_section,,PPC,415,True,True,ok,,False,False,1,133.7098000003607,What does Section 415 PPC say about cheating?,
vector_only,FINAL02,What does Section 463 PPC provide regarding forgery?,False,English,exact_citation,,single_section,,PPC,463,True,True,ok,,False,False,1,86.11390000442043,What does Section 463 PPC provide regarding forgery?,
vector_only,FINAL03,What does Article 10A of the Constitution provide?,False,English,exact_citation,,single_section,,Constitution,10A,False,False,corpus_gap,,False,False,,,,
vector_only,FINAL04,What does Article 19A of the Constitution provide?,False,English,exact_citation,,single_section,,Constitution,19A,False,False,corpus_gap,,False,False,,,,
vector_only,FINAL05,What does Section 5 of MFLO provide?,False,English,exact_citation,,single_section,,MFLO,5,True,True,ok,,False,False,,187.52060000406345,What does Section 5 of MFLO provide?,
vector_only,FINAL06,Which law provision explains what legally counts as cheating?,False,English,natural_english,,single_section,,PPC,415,True,True,ok,4,True,True,1,46.960400002717506,Which law provision explains what legally counts as cheating?,
vector_only,FINAL07,Which provision explains what constitutes forgery under the Penal Code?,False,English,natural_english,,single_section,,PPC,463,True,True,ok,,False,False,1,40.892800003348384,Which provision explains what constitutes forgery under the Penal Code?,
vector_only,FINAL08,What constitutional right protects a person's access to information?,False,English,natural_english,,single_section,,Constitution,19A,False,False,corpus_gap,,False,False,,,,
vector_only,FINAL09,What constitutional guarantee protects the right to a fair trial?,False,English,natural_english,,single_section,,Constitution,10A,False,False,corpus_gap,,False,False,,,,
vector_only,FINAL10,Which family law provision concerns registration of a Muslim marriage?,False,English,natural_english,,single_section,,MFLO,5,True,True,ok,1,True,True,1,37.3124000034295,Which family law provision concerns registration of a Muslim marriage?,
vector_only,FINAL11,PPC mein cheating ki definition kis section mein di gayi hai?,False,Roman Urdu,roman_urdu,,single_section,,PPC,415,True,True,ok,,False,False,2,36.86349999770755,PPC mein cheating ki definition kis section mein di gayi hai?,
vector_only,FINAL12,Forgery ki legal definition PPC ki konsi dafa mein hai?,False,Roman Urdu,roman_urdu,,single_section,,PPC,463,True,True,ok,10,False,True,1,38.34889999416191,Forgery ki legal definition PPC ki konsi dafa mein hai?,
vector_only,FINAL13,Constitution mein information hasil karne ka haq kis Article mein hai?,False,Roman Urdu,roman_urdu,,single_section,,Constitution,19A,False,False,corpus_gap,,False,False,,,,
vector_only,FINAL14,Constitution mein fair trial ka haq konsa Article deta hai?,False,Roman Urdu,roman_urdu,,single_section,,Constitution,10A,False,False,corpus_gap,,False,False,,,,
vector_only,FINAL15,Muslim marriage ki registration ke liye MFLO ki konsi section relevant hai?,False,Roman Urdu,roman_urdu,,single_section,,MFLO,5,True,True,ok,1,True,True,1,38.120299999718554,Muslim marriage ki registration ke liye MFLO ki konsi section relevant hai?,
vector_only,FINAL16,دھوکہ دہی کی قانونی تعریف پاکستان پینل کوڈ کی کس دفعہ میں ہے؟,False,Urdu,urdu_script,,single_section,,PPC,415,True,True,ok,,False,False,1,37.10929999942891,دھوکہ دہی کی قانونی تعریف پاکستان پینل کوڈ کی کس دفعہ میں ہے؟,
vector_only,FINAL17,جعل سازی کی تعریف پاکستان پینل کوڈ کی کس دفعہ میں ہے؟,False,Urdu,urdu_script,,single_section,,PPC,463,True,True,ok,,False,False,1,37.742599997727666,جعل سازی کی تعریف پاکستان پینل کوڈ کی کس دفعہ میں ہے؟,
vector_only,FINAL18,آئین میں منصفانہ سماعت کا حق کس آرٹیکل میں دیا گیا ہے؟,False,Urdu,urdu_script,,single_section,,Constitution,10A,False,False,corpus_gap,,False,False,,,,
vector_only,FINAL19,آئین میں معلومات تک رسائی کا حق کس آرٹیکل میں دیا گیا ہے؟,False,Urdu,urdu_script,,single_section,,Constitution,19A,False,False,corpus_gap,,False,False,,,,
vector_only,FINAL20,مسلم شادی کی رجسٹریشن سے متعلق مسلم فیملی لاز آرڈیننس کی کون سی دفعہ ہے؟,False,Urdu,urdu_script,,single_section,,MFLO,5,True,True,ok,1,True,True,1,61.44209999911254,مسلم شادی کی رجسٹریشن سے متعلق مسلم فیملی لاز آرڈیننس کی کون سی دفعہ ہے؟,
vector_only,FINAL21,A tenant in Larkana has a dispute about rented premises. Which Sindh law in the corpus is relevant?,False,English,province_sensitive,Sindh,act_retrieval,,SRPO,,True,True,ok,1,True,True,1,73.60199999675388,A tenant in Larkana has a dispute about rented premises. Which Sindh law in the corpus is relevant?,
